Date,Temperature Max,Temperature Min,Temperature Average,Precipitation,Latitude,Longitude,Elevation,Location
2019-01-01,30.0,23.1,26.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-02,29.4,22.7,25.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-03,30.2,22.6,26.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-04,30.6,22.3,26.0,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-05,31.1,22.6,26.4,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-06,30.5,22.7,26.2,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-07,31.5,22.3,26.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-08,31.7,23.5,27.4,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-09,32.5,23.2,27.6,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-10,32.3,23.8,27.7,0.3,7.0,79.899994,16.0,Colombo Proper
2019-01-11,32.3,23.9,27.6,9.6,7.0,79.899994,16.0,Colombo Proper
2019-01-12,30.9,24.0,27.3,0.8,7.0,79.899994,16.0,Colombo Proper
2019-01-13,31.8,24.5,26.9,7.6,7.0,79.899994,16.0,Colombo Proper
2019-01-14,31.0,24.4,27.1,6.2,7.0,79.899994,16.0,Colombo Proper
2019-01-15,31.3,24.2,27.4,0.5,7.0,79.899994,16.0,Colombo Proper
2019-01-16,31.4,23.6,27.2,0.7,7.0,79.899994,16.0,Colombo Proper
2019-01-17,31.7,22.5,26.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-18,30.9,22.0,26.2,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-19,31.0,21.8,26.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-20,31.4,21.9,26.4,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-21,31.4,22.5,26.6,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-22,31.8,23.3,27.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-23,32.9,22.9,27.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-24,32.9,23.3,27.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-25,31.9,24.3,27.7,0.1,7.0,79.899994,16.0,Colombo Proper
2019-01-26,33.1,24.0,27.8,1.4,7.0,79.899994,16.0,Colombo Proper
2019-01-27,30.6,23.8,26.9,2.5,7.0,79.899994,16.0,Colombo Proper
2019-01-28,31.3,23.3,26.9,0.3,7.0,79.899994,16.0,Colombo Proper
2019-01-29,33.6,23.2,28.2,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-30,33.7,24.0,28.2,0.0,7.0,79.899994,16.0,Colombo Proper
2019-01-31,34.4,24.3,28.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-02-01,34.2,24.4,28.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-02-02,33.0,24.4,28.4,0.1,7.0,79.899994,16.0,Colombo Proper
2019-02-03,32.6,25.1,28.3,4.8,7.0,79.899994,16.0,Colombo Proper
2019-02-04,31.7,24.1,26.5,26.3,7.0,79.899994,16.0,Colombo Proper
2019-02-05,30.5,24.1,26.3,11.5,7.0,79.899994,16.0,Colombo Proper
2019-02-06,31.0,23.9,26.7,7.3,7.0,79.899994,16.0,Colombo Proper
2019-02-07,30.5,23.9,26.8,1.3,7.0,79.899994,16.0,Colombo Proper
2019-02-08,30.1,23.9,26.2,17.2,7.0,79.899994,16.0,Colombo Proper
2019-02-09,29.1,23.8,25.7,16.1,7.0,79.899994,16.0,Colombo Proper
2019-02-10,29.7,24.0,26.7,3.3,7.0,79.899994,16.0,Colombo Proper
2019-02-11,31.6,24.1,27.5,0.0,7.0,79.899994,16.0,Colombo Proper
2019-02-12,31.5,24.5,27.6,0.4,7.0,79.899994,16.0,Colombo Proper
2019-02-13,31.5,24.6,27.6,0.3,7.0,79.899994,16.0,Colombo Proper
2019-02-14,31.3,24.6,27.3,0.2,7.0,79.899994,16.0,Colombo Proper
2019-02-15,31.4,23.9,26.8,5.0,7.0,79.899994,16.0,Colombo Proper
2019-02-16,30.6,24.3,26.5,14.9,7.0,79.899994,16.0,Colombo Proper
2019-02-17,29.9,24.2,26.8,7.7,7.0,79.899994,16.0,Colombo Proper
2019-02-18,30.4,24.7,27.1,1.8,7.0,79.899994,16.0,Colombo Proper
2019-02-19,31.5,24.2,27.7,1.3,7.0,79.899994,16.0,Colombo Proper
2019-02-20,32.0,23.4,27.7,0.5,7.0,79.899994,16.0,Colombo Proper
2019-02-21,32.1,24.4,27.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-02-22,32.7,23.6,27.6,0.0,7.0,79.899994,16.0,Colombo Proper
2019-02-23,31.6,23.2,27.1,0.1,7.0,79.899994,16.0,Colombo Proper
2019-02-24,30.4,23.2,26.8,0.3,7.0,79.899994,16.0,Colombo Proper
2019-02-25,31.5,23.3,27.8,1.3,7.0,79.899994,16.0,Colombo Proper
2019-02-26,31.3,24.6,27.6,26.3,7.0,79.899994,16.0,Colombo Proper
2019-02-27,29.9,24.6,26.7,10.4,7.0,79.899994,16.0,Colombo Proper
2019-02-28,29.9,25.0,27.3,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-01,32.4,24.5,28.2,0.4,7.0,79.899994,16.0,Colombo Proper
2019-03-02,34.2,24.7,28.6,0.6,7.0,79.899994,16.0,Colombo Proper
2019-03-03,33.2,24.7,28.1,4.9,7.0,79.899994,16.0,Colombo Proper
2019-03-04,31.0,24.8,27.3,1.4,7.0,79.899994,16.0,Colombo Proper
2019-03-05,31.5,24.6,28.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-06,31.0,25.2,28.1,0.3,7.0,79.899994,16.0,Colombo Proper
2019-03-07,31.7,24.8,28.5,0.2,7.0,79.899994,16.0,Colombo Proper
2019-03-08,32.3,25.8,28.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-09,31.9,24.4,27.6,5.2,7.0,79.899994,16.0,Colombo Proper
2019-03-10,33.4,24.0,28.6,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-11,33.3,24.7,28.3,0.5,7.0,79.899994,16.0,Colombo Proper
2019-03-12,30.8,24.7,27.5,0.9,7.0,79.899994,16.0,Colombo Proper
2019-03-13,31.7,24.2,28.2,0.4,7.0,79.899994,16.0,Colombo Proper
2019-03-14,34.3,26.2,29.2,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-15,33.0,25.3,28.7,0.3,7.0,79.899994,16.0,Colombo Proper
2019-03-16,32.5,25.1,28.3,1.9,7.0,79.899994,16.0,Colombo Proper
2019-03-17,32.7,24.6,27.4,17.7,7.0,79.899994,16.0,Colombo Proper
2019-03-18,33.2,24.3,27.2,15.0,7.0,79.899994,16.0,Colombo Proper
2019-03-19,32.5,24.3,28.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-20,32.1,24.7,28.2,0.2,7.0,79.899994,16.0,Colombo Proper
2019-03-21,31.8,24.9,27.7,7.9,7.0,79.899994,16.0,Colombo Proper
2019-03-22,32.0,24.7,28.4,0.5,7.0,79.899994,16.0,Colombo Proper
2019-03-23,30.9,24.9,27.8,6.2,7.0,79.899994,16.0,Colombo Proper
2019-03-24,33.2,24.5,28.7,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-25,35.3,25.4,29.2,0.2,7.0,79.899994,16.0,Colombo Proper
2019-03-26,33.6,25.7,28.9,0.5,7.0,79.899994,16.0,Colombo Proper
2019-03-27,33.2,24.8,28.9,0.1,7.0,79.899994,16.0,Colombo Proper
2019-03-28,33.3,25.4,29.0,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-29,33.3,25.8,28.9,0.0,7.0,79.899994,16.0,Colombo Proper
2019-03-30,32.1,25.6,28.6,0.7,7.0,79.899994,16.0,Colombo Proper
2019-03-31,33.1,25.8,29.0,0.0,7.0,79.899994,16.0,Colombo Proper
2019-04-01,33.4,24.9,28.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-04-02,33.5,25.3,29.0,0.0,7.0,79.899994,16.0,Colombo Proper
2019-04-03,33.6,26.0,29.3,0.3,7.0,79.899994,16.0,Colombo Proper
2019-04-04,33.9,25.7,29.5,0.0,7.0,79.899994,16.0,Colombo Proper
2019-04-05,34.0,25.1,29.4,0.6,7.0,79.899994,16.0,Colombo Proper
2019-04-06,33.6,25.8,29.6,0.0,7.0,79.899994,16.0,Colombo Proper
2019-04-07,32.4,27.1,29.6,1.0,7.0,79.899994,16.0,Colombo Proper
2019-04-08,33.4,27.1,29.9,0.2,7.0,79.899994,16.0,Colombo Proper
2019-04-09,33.3,26.6,29.7,1.2,7.0,79.899994,16.0,Colombo Proper
2019-04-10,33.2,26.1,29.4,3.7,7.0,79.899994,16.0,Colombo Proper
2019-04-11,32.3,25.4,28.3,5.5,7.0,79.899994,16.0,Colombo Proper
2019-04-12,33.0,25.9,29.3,1.0,7.0,79.899994,16.0,Colombo Proper
2019-04-13,32.6,26.3,28.9,4.0,7.0,79.899994,16.0,Colombo Proper
2019-04-14,32.6,26.1,28.9,1.6,7.0,79.899994,16.0,Colombo Proper
2019-04-15,32.3,26.2,28.8,4.8,7.0,79.899994,16.0,Colombo Proper
2019-04-16,31.6,25.2,27.8,27.5,7.0,79.899994,16.0,Colombo Proper
2019-04-17,30.1,25.5,27.3,2.7,7.0,79.899994,16.0,Colombo Proper
2019-04-18,31.1,25.4,27.6,7.1,7.0,79.899994,16.0,Colombo Proper
2019-04-19,31.2,25.2,27.3,9.5,7.0,79.899994,16.0,Colombo Proper
2019-04-20,30.9,25.1,27.0,23.6,7.0,79.899994,16.0,Colombo Proper
2019-04-21,30.6,25.5,27.7,1.4,7.0,79.899994,16.0,Colombo Proper
2019-04-22,31.4,25.8,28.0,7.0,7.0,79.899994,16.0,Colombo Proper
2019-04-23,31.1,25.6,27.7,4.7,7.0,79.899994,16.0,Colombo Proper
2019-04-24,32.0,26.0,28.8,0.8,7.0,79.899994,16.0,Colombo Proper
2019-04-25,31.2,25.9,27.7,6.4,7.0,79.899994,16.0,Colombo Proper
2019-04-26,30.3,25.9,27.8,4.4,7.0,79.899994,16.0,Colombo Proper
2019-04-27,29.9,26.4,27.6,1.7,7.0,79.899994,16.0,Colombo Proper
2019-04-28,29.6,25.8,27.5,5.7,7.0,79.899994,16.0,Colombo Proper
2019-04-29,29.2,25.3,26.6,14.8,7.0,79.899994,16.0,Colombo Proper
2019-04-30,28.4,25.8,27.3,11.6,7.0,79.899994,16.0,Colombo Proper
2019-05-01,30.8,26.3,27.9,5.8,7.0,79.899994,16.0,Colombo Proper
2019-05-02,29.4,25.9,27.4,4.9,7.0,79.899994,16.0,Colombo Proper
2019-05-03,28.1,25.8,26.6,15.8,7.0,79.899994,16.0,Colombo Proper
2019-05-04,30.5,25.8,27.9,4.1,7.0,79.899994,16.0,Colombo Proper
2019-05-05,30.9,26.0,28.2,0.5,7.0,79.899994,16.0,Colombo Proper
2019-05-06,30.6,25.4,27.8,0.0,7.0,79.899994,16.0,Colombo Proper
2019-05-07,29.9,25.1,27.8,2.6,7.0,79.899994,16.0,Colombo Proper
2019-05-08,30.7,26.5,28.3,0.5,7.0,79.899994,16.0,Colombo Proper
2019-05-09,30.4,26.7,28.4,0.0,7.0,79.899994,16.0,Colombo Proper
2019-05-10,30.4,26.8,28.3,1.5,7.0,79.899994,16.0,Colombo Proper
2019-05-11,30.3,26.6,28.2,2.8,7.0,79.899994,16.0,Colombo Proper
2019-05-12,29.7,25.7,27.3,4.5,7.0,79.899994,16.0,Colombo Proper
2019-05-13,30.7,25.8,27.8,4.0,7.0,79.899994,16.0,Colombo Proper
2019-05-14,30.1,26.1,27.8,3.7,7.0,79.899994,16.0,Colombo Proper
2019-05-15,31.1,25.7,28.1,3.5,7.0,79.899994,16.0,Colombo Proper
2019-05-16,30.0,25.6,27.3,4.2,7.0,79.899994,16.0,Colombo Proper
2019-05-17,29.6,25.6,27.3,2.2,7.0,79.899994,16.0,Colombo Proper
2019-05-18,30.0,25.5,26.9,3.1,7.0,79.899994,16.0,Colombo Proper
2019-05-19,30.4,25.8,27.6,2.1,7.0,79.899994,16.0,Colombo Proper
2019-05-20,30.5,25.8,27.9,1.3,7.0,79.899994,16.0,Colombo Proper
2019-05-21,30.2,25.8,27.4,3.5,7.0,79.899994,16.0,Colombo Proper
2019-05-22,30.2,25.7,27.7,0.9,7.0,79.899994,16.0,Colombo Proper
2019-05-23,29.6,25.4,27.2,2.8,7.0,79.899994,16.0,Colombo Proper
2019-05-24,29.4,25.3,27.1,10.5,7.0,79.899994,16.0,Colombo Proper
2019-05-25,29.0,25.2,27.2,7.7,7.0,79.899994,16.0,Colombo Proper
2019-05-26,30.8,26.0,28.1,1.2,7.0,79.899994,16.0,Colombo Proper
2019-05-27,30.7,26.0,28.0,2.7,7.0,79.899994,16.0,Colombo Proper
2019-05-28,30.4,26.0,27.8,4.3,7.0,79.899994,16.0,Colombo Proper
2019-05-29,29.7,25.2,27.2,10.0,7.0,79.899994,16.0,Colombo Proper
2019-05-30,30.6,25.6,27.5,7.5,7.0,79.899994,16.0,Colombo Proper
2019-05-31,29.3,25.7,27.6,0.6,7.0,79.899994,16.0,Colombo Proper
2019-06-01,30.7,26.6,28.4,0.6,7.0,79.899994,16.0,Colombo Proper
2019-06-02,29.6,26.0,27.5,3.2,7.0,79.899994,16.0,Colombo Proper
2019-06-03,30.6,25.2,27.1,7.6,7.0,79.899994,16.0,Colombo Proper
2019-06-04,29.5,25.3,27.0,14.2,7.0,79.899994,16.0,Colombo Proper
2019-06-05,29.7,25.3,26.9,18.9,7.0,79.899994,16.0,Colombo Proper
2019-06-06,29.3,25.2,27.0,17.0,7.0,79.899994,16.0,Colombo Proper
2019-06-07,29.5,25.0,26.8,15.9,7.0,79.899994,16.0,Colombo Proper
2019-06-08,30.1,25.8,27.7,5.0,7.0,79.899994,16.0,Colombo Proper
2019-06-09,29.3,25.5,26.8,16.2,7.0,79.899994,16.0,Colombo Proper
2019-06-10,29.2,25.6,27.4,4.9,7.0,79.899994,16.0,Colombo Proper
2019-06-11,29.8,26.1,27.8,3.2,7.0,79.899994,16.0,Colombo Proper
2019-06-12,29.6,26.0,27.7,11.3,7.0,79.899994,16.0,Colombo Proper
2019-06-13,29.4,25.5,27.0,20.5,7.0,79.899994,16.0,Colombo Proper
2019-06-14,29.8,25.7,27.4,5.7,7.0,79.899994,16.0,Colombo Proper
2019-06-15,30.2,25.8,27.4,8.9,7.0,79.899994,16.0,Colombo Proper
2019-06-16,29.7,26.4,27.8,7.8,7.0,79.899994,16.0,Colombo Proper
2019-06-17,30.1,26.7,28.0,10.4,7.0,79.899994,16.0,Colombo Proper
2019-06-18,29.7,26.8,27.9,6.4,7.0,79.899994,16.0,Colombo Proper
2019-06-19,30.1,26.5,28.0,5.6,7.0,79.899994,16.0,Colombo Proper
2019-06-20,30.0,25.4,27.4,12.2,7.0,79.899994,16.0,Colombo Proper
2019-06-21,29.1,25.8,27.5,7.1,7.0,79.899994,16.0,Colombo Proper
2019-06-22,29.4,25.3,27.1,16.1,7.0,79.899994,16.0,Colombo Proper
2019-06-23,29.6,25.8,27.7,3.5,7.0,79.899994,16.0,Colombo Proper
2019-06-24,30.1,26.4,27.7,3.0,7.0,79.899994,16.0,Colombo Proper
2019-06-25,29.0,26.4,27.3,3.2,7.0,79.899994,16.0,Colombo Proper
2019-06-26,29.7,26.4,27.8,2.7,7.0,79.899994,16.0,Colombo Proper
2019-06-27,29.7,26.3,27.7,3.7,7.0,79.899994,16.0,Colombo Proper
2019-06-28,29.8,26.4,27.8,1.6,7.0,79.899994,16.0,Colombo Proper
2019-06-29,29.8,26.4,27.8,2.5,7.0,79.899994,16.0,Colombo Proper
2019-06-30,29.7,26.3,27.9,3.1,7.0,79.899994,16.0,Colombo Proper
2019-07-01,29.8,26.6,27.8,2.3,7.0,79.899994,16.0,Colombo Proper
2019-07-02,29.4,26.2,27.5,2.0,7.0,79.899994,16.0,Colombo Proper
2019-07-03,29.5,25.7,27.4,2.6,7.0,79.899994,16.0,Colombo Proper
2019-07-04,29.7,25.9,27.4,1.8,7.0,79.899994,16.0,Colombo Proper
2019-07-05,30.0,26.2,27.8,1.5,7.0,79.899994,16.0,Colombo Proper
2019-07-06,30.1,26.3,27.9,2.0,7.0,79.899994,16.0,Colombo Proper
2019-07-07,30.3,25.7,27.8,2.3,7.0,79.899994,16.0,Colombo Proper
2019-07-08,30.2,25.1,27.5,3.5,7.0,79.899994,16.0,Colombo Proper
2019-07-09,28.7,24.7,26.7,5.4,7.0,79.899994,16.0,Colombo Proper
2019-07-10,29.8,24.7,26.5,6.4,7.0,79.899994,16.0,Colombo Proper
2019-07-11,30.0,25.1,27.4,2.9,7.0,79.899994,16.0,Colombo Proper
2019-07-12,29.9,24.7,26.7,3.8,7.0,79.899994,16.0,Colombo Proper
2019-07-13,28.9,24.3,26.8,4.2,7.0,79.899994,16.0,Colombo Proper
2019-07-14,28.4,24.3,26.4,5.0,7.0,79.899994,16.0,Colombo Proper
2019-07-15,29.3,24.7,27.1,2.7,7.0,79.899994,16.0,Colombo Proper
2019-07-16,29.0,25.6,27.2,6.2,7.0,79.899994,16.0,Colombo Proper
2019-07-17,29.5,25.6,27.2,20.6,7.0,79.899994,16.0,Colombo Proper
2019-07-18,28.3,25.1,26.5,33.3,7.0,79.899994,16.0,Colombo Proper
2019-07-19,28.7,26.0,27.1,4.0,7.0,79.899994,16.0,Colombo Proper
2019-07-20,29.1,25.7,26.9,6.4,7.0,79.899994,16.0,Colombo Proper
2019-07-21,28.7,25.3,26.6,15.1,7.0,79.899994,16.0,Colombo Proper
2019-07-22,29.2,25.4,27.1,1.5,7.0,79.899994,16.0,Colombo Proper
2019-07-23,29.1,25.4,27.0,0.5,7.0,79.899994,16.0,Colombo Proper
2019-07-24,29.1,24.5,26.8,4.0,7.0,79.899994,16.0,Colombo Proper
2019-07-25,28.6,24.3,26.1,10.6,7.0,79.899994,16.0,Colombo Proper
2019-07-26,29.0,25.2,26.6,2.9,7.0,79.899994,16.0,Colombo Proper
2019-07-27,29.0,25.2,27.1,0.0,7.0,79.899994,16.0,Colombo Proper
2019-07-28,29.2,25.8,27.2,0.8,7.0,79.899994,16.0,Colombo Proper
2019-07-29,29.1,25.3,27.0,1.0,7.0,79.899994,16.0,Colombo Proper
2019-07-30,29.2,25.1,27.1,0.9,7.0,79.899994,16.0,Colombo Proper
2019-07-31,29.3,25.5,27.2,1.7,7.0,79.899994,16.0,Colombo Proper
2019-08-01,28.5,24.7,26.3,5.1,7.0,79.899994,16.0,Colombo Proper
2019-08-02,29.2,24.7,26.8,3.2,7.0,79.899994,16.0,Colombo Proper
2019-08-03,29.6,24.9,27.0,2.9,7.0,79.899994,16.0,Colombo Proper
2019-08-04,29.0,25.0,26.7,2.2,7.0,79.899994,16.0,Colombo Proper
2019-08-05,29.5,25.4,26.8,3.5,7.0,79.899994,16.0,Colombo Proper
2019-08-06,29.0,25.5,26.8,4.0,7.0,79.899994,16.0,Colombo Proper
2019-08-07,29.2,24.7,26.8,13.6,7.0,79.899994,16.0,Colombo Proper
2019-08-08,27.4,24.7,25.9,12.3,7.0,79.899994,16.0,Colombo Proper
2019-08-09,28.2,24.7,26.2,10.4,7.0,79.899994,16.0,Colombo Proper
2019-08-10,27.7,24.8,26.0,29.5,7.0,79.899994,16.0,Colombo Proper
2019-08-11,29.0,24.7,26.8,12.9,7.0,79.899994,16.0,Colombo Proper
2019-08-12,28.8,25.7,27.0,6.5,7.0,79.899994,16.0,Colombo Proper
2019-08-13,27.5,24.9,25.7,44.3,7.0,79.899994,16.0,Colombo Proper
2019-08-14,29.0,25.3,26.8,11.6,7.0,79.899994,16.0,Colombo Proper
2019-08-15,29.3,25.3,27.1,6.7,7.0,79.899994,16.0,Colombo Proper
2019-08-16,28.7,25.4,26.6,18.5,7.0,79.899994,16.0,Colombo Proper
2019-08-17,28.3,24.4,25.9,12.6,7.0,79.899994,16.0,Colombo Proper
2019-08-18,29.4,24.5,26.2,7.6,7.0,79.899994,16.0,Colombo Proper
2019-08-19,29.1,24.6,26.6,2.3,7.0,79.899994,16.0,Colombo Proper
2019-08-20,29.2,24.6,26.2,11.4,7.0,79.899994,16.0,Colombo Proper
2019-08-21,29.2,24.5,26.1,17.3,7.0,79.899994,16.0,Colombo Proper
2019-08-22,27.5,24.4,25.5,19.1,7.0,79.899994,16.0,Colombo Proper
2019-08-23,27.2,24.4,25.5,13.7,7.0,79.899994,16.0,Colombo Proper
2019-08-24,28.2,24.7,26.0,7.1,7.0,79.899994,16.0,Colombo Proper
2019-08-25,28.0,24.4,25.7,10.9,7.0,79.899994,16.0,Colombo Proper
2019-08-26,27.7,24.3,25.9,6.8,7.0,79.899994,16.0,Colombo Proper
2019-08-27,28.2,24.3,26.1,3.4,7.0,79.899994,16.0,Colombo Proper
2019-08-28,29.1,24.4,26.5,5.1,7.0,79.899994,16.0,Colombo Proper
2019-08-29,28.2,24.3,25.7,25.6,7.0,79.899994,16.0,Colombo Proper
2019-08-30,28.7,25.1,26.7,5.9,7.0,79.899994,16.0,Colombo Proper
2019-08-31,29.3,24.9,26.3,3.2,7.0,79.899994,16.0,Colombo Proper
2019-09-01,27.6,24.2,25.4,7.2,7.0,79.899994,16.0,Colombo Proper
2019-09-02,28.7,24.4,26.1,4.0,7.0,79.899994,16.0,Colombo Proper
2019-09-03,29.1,24.6,26.4,4.4,7.0,79.899994,16.0,Colombo Proper
2019-09-04,29.0,24.7,26.6,3.1,7.0,79.899994,16.0,Colombo Proper
2019-09-05,28.8,24.5,26.4,2.8,7.0,79.899994,16.0,Colombo Proper
2019-09-06,28.5,25.1,26.4,3.5,7.0,79.899994,16.0,Colombo Proper
2019-09-07,29.5,25.4,27.2,1.0,7.0,79.899994,16.0,Colombo Proper
2019-09-08,29.9,25.6,27.8,2.0,7.0,79.899994,16.0,Colombo Proper
2019-09-09,29.8,25.5,27.5,1.8,7.0,79.899994,16.0,Colombo Proper
2019-09-10,29.5,25.0,26.9,6.1,7.0,79.899994,16.0,Colombo Proper
2019-09-11,28.1,24.4,25.8,15.0,7.0,79.899994,16.0,Colombo Proper
2019-09-12,27.6,24.0,26.0,12.3,7.0,79.899994,16.0,Colombo Proper
2019-09-13,28.8,24.4,26.1,7.9,7.0,79.899994,16.0,Colombo Proper
2019-09-14,29.1,24.3,26.4,2.8,7.0,79.899994,16.0,Colombo Proper
2019-09-15,27.6,24.1,25.4,17.4,7.0,79.899994,16.0,Colombo Proper
2019-09-16,27.5,24.4,25.6,25.1,7.0,79.899994,16.0,Colombo Proper
2019-09-17,28.6,24.4,26.1,5.1,7.0,79.899994,16.0,Colombo Proper
2019-09-18,28.5,24.5,25.9,5.4,7.0,79.899994,16.0,Colombo Proper
2019-09-19,28.1,24.4,25.8,10.3,7.0,79.899994,16.0,Colombo Proper
2019-09-20,28.2,24.5,25.9,5.2,7.0,79.899994,16.0,Colombo Proper
2019-09-21,29.1,24.3,26.3,7.6,7.0,79.899994,16.0,Colombo Proper
2019-09-22,29.2,24.2,26.3,18.7,7.0,79.899994,16.0,Colombo Proper
2019-09-23,28.1,24.6,25.5,32.1,7.0,79.899994,16.0,Colombo Proper
2019-09-24,27.1,24.3,25.5,28.4,7.0,79.899994,16.0,Colombo Proper
2019-09-25,26.5,23.6,25.1,16.4,7.0,79.899994,16.0,Colombo Proper
2019-09-26,28.9,23.5,26.3,0.6,7.0,79.899994,16.0,Colombo Proper
2019-09-27,30.5,23.8,26.7,1.2,7.0,79.899994,16.0,Colombo Proper
2019-09-28,29.8,23.4,26.0,7.0,7.0,79.899994,16.0,Colombo Proper
2019-09-29,28.9,23.5,25.9,6.6,7.0,79.899994,16.0,Colombo Proper
2019-09-30,29.6,23.4,25.7,7.9,7.0,79.899994,16.0,Colombo Proper
2019-10-01,29.5,23.4,25.8,10.0,7.0,79.899994,16.0,Colombo Proper
2019-10-02,29.9,23.7,27.0,1.0,7.0,79.899994,16.0,Colombo Proper
2019-10-03,29.0,23.9,26.0,23.4,7.0,79.899994,16.0,Colombo Proper
2019-10-04,29.4,23.8,26.3,9.2,7.0,79.899994,16.0,Colombo Proper
2019-10-05,29.2,23.7,25.8,7.1,7.0,79.899994,16.0,Colombo Proper
2019-10-06,28.0,23.5,25.4,17.7,7.0,79.899994,16.0,Colombo Proper
2019-10-07,28.5,24.0,25.6,13.1,7.0,79.899994,16.0,Colombo Proper
2019-10-08,28.6,23.9,25.7,9.3,7.0,79.899994,16.0,Colombo Proper
2019-10-09,28.8,23.8,26.0,13.2,7.0,79.899994,16.0,Colombo Proper
2019-10-10,29.0,23.9,26.0,4.9,7.0,79.899994,16.0,Colombo Proper
2019-10-11,29.2,23.8,25.7,11.6,7.0,79.899994,16.0,Colombo Proper
2019-10-12,29.5,23.4,25.7,10.0,7.0,79.899994,16.0,Colombo Proper
2019-10-13,29.9,23.6,26.3,54.7,7.0,79.899994,16.0,Colombo Proper
2019-10-14,30.8,24.3,26.3,36.3,7.0,79.899994,16.0,Colombo Proper
2019-10-15,28.8,24.2,25.7,60.4,7.0,79.899994,16.0,Colombo Proper
2019-10-16,28.5,23.8,25.4,13.8,7.0,79.899994,16.0,Colombo Proper
2019-10-17,29.3,24.2,26.1,1.8,7.0,79.899994,16.0,Colombo Proper
2019-10-18,30.5,24.0,26.4,5.4,7.0,79.899994,16.0,Colombo Proper
2019-10-19,29.4,24.3,26.0,11.1,7.0,79.899994,16.0,Colombo Proper
2019-10-20,29.1,24.2,25.7,71.1,7.0,79.899994,16.0,Colombo Proper
2019-10-21,27.4,24.5,25.5,17.4,7.0,79.899994,16.0,Colombo Proper
2019-10-22,28.1,23.8,25.6,8.9,7.0,79.899994,16.0,Colombo Proper
2019-10-23,29.7,24.0,26.5,5.0,7.0,79.899994,16.0,Colombo Proper
2019-10-24,25.6,23.5,24.7,21.7,7.0,79.899994,16.0,Colombo Proper
2019-10-25,28.4,23.5,25.8,3.9,7.0,79.899994,16.0,Colombo Proper
2019-10-26,28.3,24.1,25.8,6.2,7.0,79.899994,16.0,Colombo Proper
2019-10-27,28.2,23.6,25.9,11.1,7.0,79.899994,16.0,Colombo Proper
2019-10-28,25.5,23.3,24.3,18.8,7.0,79.899994,16.0,Colombo Proper
2019-10-29,27.4,23.2,24.9,23.6,7.0,79.899994,16.0,Colombo Proper
2019-10-30,28.2,23.3,25.6,10.5,7.0,79.899994,16.0,Colombo Proper
2019-10-31,28.6,23.2,25.5,4.1,7.0,79.899994,16.0,Colombo Proper
2019-11-01,30.2,23.3,26.7,0.3,7.0,79.899994,16.0,Colombo Proper
2019-11-02,29.8,23.3,26.4,5.3,7.0,79.899994,16.0,Colombo Proper
2019-11-03,29.0,23.3,25.4,10.0,7.0,79.899994,16.0,Colombo Proper
2019-11-04,29.2,23.4,26.0,3.5,7.0,79.899994,16.0,Colombo Proper
2019-11-05,29.8,23.9,26.5,5.4,7.0,79.899994,16.0,Colombo Proper
2019-11-06,29.6,24.1,26.7,1.2,7.0,79.899994,16.0,Colombo Proper
2019-11-07,29.9,23.9,26.6,5.8,7.0,79.899994,16.0,Colombo Proper
2019-11-08,29.7,24.4,26.4,6.7,7.0,79.899994,16.0,Colombo Proper
2019-11-09,28.3,24.4,25.8,2.7,7.0,79.899994,16.0,Colombo Proper
2019-11-10,28.5,24.1,25.7,15.4,7.0,79.899994,16.0,Colombo Proper
2019-11-11,29.5,24.1,26.2,3.4,7.0,79.899994,16.0,Colombo Proper
2019-11-12,30.0,23.7,26.4,6.4,7.0,79.899994,16.0,Colombo Proper
2019-11-13,30.2,23.6,26.8,2.0,7.0,79.899994,16.0,Colombo Proper
